Codigo;Descricao;Unidade
6814792;SECC-CENT-VERT/HOR<10mMAN630A36kV,sucata;UN
6814797;CH,A6,630A-15KV,16KA,SEC TRI,Mot,sucata;UN
6814810;CH,MONO,A26,1600A-15KV,25KA,-MA,sucata;UN
6814830;TP 13800/?3 - 115 - 115/?3 ,sucata;UN
6814833;TP 69000/?3 - 115 - 115/?3,sucata;UN
6815024;DISJUNTOR 72,5kV 1250A 20kA,SUCATA;UN
6815332;TRANSF 69/13,8 POT TRI 6,2MVA,SUCATA.;UN
6815484;MEDIDOR ELECTRÓNICO ALFA A1R+L - SUCATA;UN
9900004456;TESTADOR FASES VOLT C/ESC 1-16KV,NTS8-21;UN
9900008151;TUBO SUCCAO COMUT MR VVIII250D-145;UN
9900009788;Testador de Fase c/ Extensor;UN
